,aid,noc
16221,12016,YUG
16222,12017,YUG
16223,12018,ROU
16224,12019,ROU
16225,11092,URS
16226,12020,URS
16227,12021,GDR
16228,12022,GDR
16229,12023,URS
16230,12024,URS
16231,12025,URS
16232,12026,URS
16233,12027,URS
16234,12028,URS
16235,12029,URS
16236,12030,URS
16237,12031,URS
16238,12032,GDR
16239,12033,GDR
16240,12034,GDR
16241,12035,GDR
16242,10990,GDR
16243,12036,GDR
16244,12037,GDR
16245,12038,GDR
16246,10133,GDR
16247,12039,GBR
16248,12040,GBR
16249,12041,GBR
16250,12042,GBR
16251,12043,GBR
16252,12044,GBR
16253,12045,GBR
16254,12046,GBR
16255,12047,GBR
16256,12048,ROU
16257,12049,ROU
16258,12050,ROU
16259,12051,ROU
16260,12052,ROU
16261,12053,ROU
16262,12054,ROU
16263,12055,ROU
16264,12056,ROU
16265,12057,GDR
16266,11018,GDR
16267,11062,GDR
16268,11063,GDR
16269,12058,GDR
16270,11021,GDR
16271,12059,GDR
16272,12060,GDR
16273,11022,GDR
16274,12061,URS
16275,12062,URS
16276,12063,URS
16277,12064,URS
16278,12065,URS
16279,12066,URS
16280,12067,URS
16281,12068,URS
16282,12069,URS
16283,12070,GBR
16284,12071,GBR
16285,12072,GBR
16286,12073,GBR
16287,10081,GDR
16288,11035,GDR
16289,11036,GDR
16290,12074,GDR
16291,11033,URS
16292,12075,URS
16293,12076,URS
16294,12077,URS
16295,12078,POL
16296,12079,POL
16297,12080,POL
16298,12081,POL
16299,12082,POL
16300,11050,GDR
16301,11051,GDR
16302,10989,GDR
16303,12083,GDR
16304,10995,GDR
16305,12084,URS
16306,12085,URS
16307,12086,URS
16308,12087,URS
16309,12088,URS
16310,12089,URS
16311,12090,URS
16312,12091,URS
16313,12092,URS
16314,12093,URS
16315,12094,GDR
16316,12095,GDR
16317,11075,GDR
16318,12096,GDR
16319,12097,GDR
16320,12098,BUL
16321,11066,BUL
16322,11067,BUL
16323,12099,BUL
16324,12100,BUL
16325,11072,BUL
16326,11073,BUL
16327,12101,GDR
16328,12102,GDR
16329,12103,POL
16330,12104,POL
16331,12105,YUG
16332,12106,YUG
16333,12107,YUG
16334,11077,GDR
16335,11078,GDR
16336,11079,GDR
16337,12108,URS
16338,11049,URS
16339,12109,URS
16340,12110,BUL
16341,12111,BUL
16342,12112,BUL
16343,12113,BUL
16344,12114,BUL
16345,11088,GDR
16346,12115,GDR
16347,12116,GDR
16348,11090,GDR
16349,11091,GDR
16350,12089,URS
16351,12117,URS
16352,12118,URS
16353,12119,URS
16354,12120,URS
16355,12121,BUL
16356,12122,BUL
16357,12123,BUL
16358,12124,BUL
16359,12125,GDR
16360,12126,GDR
16361,12127,GDR
16362,12128,GDR
16363,12129,URS
16364,12130,URS
16365,12131,URS
16366,12132,URS
16367,12133,GDR
16368,11109,FIN
16369,12134,URS
16370,12135,GDR
16371,12136,ROU
16372,12137,URS
16373,12138,FIN
16374,12139,FIN
16375,12140,BRA
16376,12141,BRA
16377,12142,GDR
16378,12143,GDR
16379,12144,GRE
16380,12145,GRE
16381,12146,GRE
16382,11123,DEN
16383,11124,DEN
16384,9360,DEN
16385,12147,URS
16386,12148,URS
16387,12149,URS
16388,12150,HUN
16389,12151,HUN
16390,12152,ESP
16391,12153,ESP
16392,12154,IRL
16393,12155,IRL
16394,11134,URS
16395,12156,FIN
16396,12157,AUT
16397,12158,SWE
16398,12159,SWE
16399,12160,BRA
16400,12161,BRA
16401,12162,DEN
16402,12163,DEN
16403,12164,ITA
16404,12165,ITA
16405,9369,URS
16406,12166,URS
16407,12167,AUT
16408,9370,AUT
16409,12168,AUT
16410,12169,ROU
16411,11147,GDR
16412,12170,BUL
16413,12171,URS
16414,9379,GDR
16415,5021,SWE
16416,6364,URS
16417,12172,GDR
16418,12173,BUL
16419,12174,HUN
16420,12175,GDR
16421,11155,URS
16422,12176,URS
16423,12177,GDR
16424,12178,CUB
16425,12179,DEN
16426,12180,SWE
16427,12181,GDR
16428,12182,ITA
16429,12183,URS
16430,12184,ROU
16431,12185,ROU
16432,12186,ROU
16433,12187,ROU
16434,12188,ROU
16435,12189,ROU
16436,12190,ROU
16437,12191,ROU
16438,12192,ROU
16439,12193,ROU
16440,12194,ROU
16441,12195,ROU
16442,11187,URS
16443,11188,URS
16444,11189,URS
16445,10196,URS
16446,12196,URS
16447,12197,URS
16448,12198,URS
16449,11190,URS
16450,12199,URS
16451,11192,URS
16452,11193,URS
16453,11195,URS
16454,12200,BUL
16455,12201,BUL
16456,12202,BUL
16457,12203,BUL
16458,12204,BUL
16459,12205,BUL
16460,12206,BUL
16461,12207,BUL
16462,12208,BUL
16463,12209,BUL
16464,12210,BUL
16465,12211,BUL
16466,12212,BUL
16467,12213,BUL
16468,12214,BUL
16469,12215,BUL
16470,12216,BUL
16471,12217,BUL
16472,12218,BUL
16473,12219,BUL
16474,12220,BUL
16475,12221,BUL
16476,12222,BUL
16477,12223,BUL
16478,12224,URS
16479,12225,URS
16480,12226,URS
16481,11218,URS
16482,12227,URS
16483,12228,URS
16484,12229,URS
16485,12230,URS
16486,12231,URS
16487,12232,URS
16488,12233,URS
16489,12234,URS
16490,12235,GDR
16491,12236,GDR
16492,12237,GDR
16493,12238,GDR
16494,12239,GDR
16495,12240,GDR
16496,12241,GDR
16497,12242,GDR
16498,12243,GDR
16499,12244,GDR
16500,12245,GDR
16501,12246,GDR
16502,12247,PRK
16503,12248,URS
16504,12249,PRK
16505,12250,POL
16506,12251,CUB
16507,12252,URS
16508,11245,POL
16509,12253,URS
16510,12254,GDR
16511,12255,HUN
16512,12256,URS
16513,12257,BUL
16514,12258,POL
16515,12259,URS
16516,12202,BUL
16517,12260,BUL
16518,12261,BUL
16519,12262,GDR
16520,12263,BUL
16521,12264,BUL
16522,12265,URS
16523,12266,TCH
16524,12267,URS
16525,12268,BUL
16526,12269,GDR
16527,11240,HUN
16528,12270,BUL
16529,12271,CUB
16530,12272,TCH
16531,12273,URS
16532,12274,URS
16533,12275,ITA
16534,12276,PRK
16535,12277,POL
16536,11251,URS
16537,11252,HUN
16538,12278,BUL
16539,12279,URS
16540,12280,POL
16541,12281,MGL
16542,12282,URS
16543,12283,PRK
16544,12284,GRE
16545,12285,URS
16546,12286,BUL
16547,12287,YUG
16548,12288,URS
16549,12289,BUL
16550,12290,TCH
16551,12291,BUL
16552,12292,MGL
16553,12293,HUN
16554,12294,BUL
16555,12295,URS
16556,12296,POL
16557,12297,URS
16558,12298,GDR
16559,12299,TCH
16560,12300,URS
16561,12301,BUL
16562,12302,HUN
16563,12303,URS
16564,12304,ROU
16565,12305,LIB
16566,11274,URS
16567,10290,BUL
16568,12306,BUL
16569,12307,URS
16570,12308,HUN
16571,12309,SWE
16572,12310,URS
16573,12311,POL
16574,12312,URS
16575,12313,GRE
16576,12314,HUN
16577,12315,SWE
16578,11283,ROU
16579,12316,POL
16580,12317,FIN
16581,12318,HUN
16582,11285,URS
16583,12319,BUL
16584,12320,URS
16585,12321,POL
16586,12322,ROU
16587,12323,HUN
16588,12324,URS
16589,12325,ROU
16590,12326,BUL
16591,12327,POL
16592,12328,CHN
16593,10311,USA
16594,12329,USA
16595,12330,USA
16596,12331,CHN
16597,12332,USA
16598,12333,USA
16599,10311,USA
16600,12334,CHN
16601,12335,USA
16602,12336,CAN
16603,12337,USA
16604,12338,CAN
16605,12339,USA
16606,12340,USA
16607,12341,NED
16608,12342,USA
16609,12343,USA
16610,11309,AUS
16611,12344,USA
16612,12345,CAN
16613,12346,FRA
16614,12347,NED
16615,12348,CAN
16616,12349,AUS
16617,12350,FRG
16618,12351,USA
16619,12352,FRG
16620,12353,USA
16621,12354,USA
16622,11320,SWE
16623,12355,USA
16624,12356,AUS
16625,12357,NED
16626,12358,USA
16627,12359,USA
16628,12360,FRG
16629,12361,USA
16630,12362,USA
16631,12363,CAN
16632,12339,USA
16633,12364,FRA
16634,12365,ROU
16635,12341,NED
16636,12366,USA
16637,12367,SUI
16638,12345,CAN
16639,12368,AUS
16640,12369,BEL
16641,12348,CAN
16642,12370,USA
16643,12371,VEN
16644,12372,AUS
16645,12350,FRG
16646,12373,FRG
16647,12353,USA
16648,12374,AUS
16649,12375,FRG
16650,12350,FRG
16651,12376,USA
16652,12357,NED
16653,12377,USA
16654,12378,USA
16655,12379,GBR
16656,12380,CAN
16657,12351,USA
16658,12381,AUS
16659,12382,USA
16660,12358,USA
16661,12383,AUS
16662,12362,USA
16663,12384,USA
16664,11367,GBR
16665,12385,USA
16666,12386,GBR
16667,12387,AUS
16668,12380,CAN
16669,12388,BRA
16670,12389,FRG
16671,12382,USA
16672,12390,AUS
16673,11304,SWE
16674,11320,SWE
16675,12391,SWE
16676,12392,SWE
16677,12393,USA
16678,12394,USA
16679,12355,USA
16680,12376,USA
16681,11361,AUS
16682,12395,AUS
16683,12396,AUS
16684,12356,AUS
16685,12397,FRG
16686,12398,FRG
16687,12352,FRG
16688,12399,FRG
16689,12358,USA
16690,12354,USA
16691,12359,USA
16692,12400,USA
16693,12401,NED
16694,11351,NED
16695,12357,NED
16696,12402,NED
16697,12349,AUS
16698,11309,AUS
16699,11328,AUS
16700,12356,AUS
16701,12339,USA
16702,12355,USA
16703,12344,USA
16704,12351,USA
16705,12345,CAN
16706,12403,CAN
16707,12404,CAN
16708,12338,CAN
16709,12405,CAN
16710,12406,CAN
16711,12348,CAN
16712,12407,CAN
16713,12342,USA
16714,12382,USA
16715,12358,USA
16716,12353,USA
16717,12373,FRG
16718,12408,FRG
16719,12409,FRG
16720,12352,FRG
16721,12410,GBR
16722,12379,GBR
16723,12411,GBR
16724,12412,GBR
16725,12413,USA
16726,12414,USA
16727,12376,USA
16728,12415,USA
16729,12375,FRG
16730,12350,FRG
16731,12416,FRG
16732,12417,FRG
16733,12386,GBR
16734,12385,USA
16735,12418,USA
16736,12419,JPN
16737,12420,JPN
16738,12421,USA
16739,12422,USA
16740,12423,CAN
16741,12424,CAN
16742,12420,JPN
16743,12422,USA
16744,12425,CAN
16745,12426,FRG
16746,12427,FRG
16747,12428,FRG
16748,12429,FRG
16749,12430,FRG
16750,12431,FRG
16751,12432,FRG
16752,12433,FRG
16753,12434,FRG
16754,12435,FRG
16755,12436,FRG
16756,12437,FRG
16757,12438,FRG
16758,12439,YUG
16759,11391,YUG
16760,12440,YUG
16761,12441,YUG
16762,11393,YUG
16763,12442,YUG
16764,12443,YUG
16765,12444,YUG
16766,12445,YUG
16767,12446,YUG
16768,11398,YUG
16769,12447,YUG
16770,12448,YUG
16771,12449,USA
16772,12450,USA
16773,12451,USA
16774,12452,USA
16775,12453,USA
16776,12454,USA
16777,12455,USA
16778,12456,USA
16779,10350,USA
16780,12457,USA
16781,12458,USA
16782,12459,USA
16783,12460,USA
16784,12461,JPN
16785,10411,USA
16786,12462,USA
16787,12463,KOR
16788,12464,KOR
16789,12465,CHN
16790,12466,KEN
16791,12467,ITA
16792,12468,GBR
16793,12469,CAN
16794,12470,USA
16795,12471,USA
16796,11423,JAM
16797,12472,USA
16798,12473,USA
16799,12474,FRA
16800,12475,USA
16801,12476,USA
16802,12477,GBR
16803,12478,FIN
16804,12479,USA
16805,12480,USA
16806,12481,ESP
16807,11419,GBR
16808,12482,GBR
16809,12483,ROU
16810,12484,ITA
16811,12485,ROU
16812,12486,USA
16813,12470,USA
16814,12487,USA
16815,11423,JAM
16816,12488,USA
16817,12489,USA
16818,11426,ITA
16819,12490,MEX
16820,12491,MEX
16821,12492,CAN
16822,12483,ROU
16823,12493,GBR
16824,12494,USA
16825,12495,KEN
16826,12496,FRA
16827,12497,USA
16828,12498,USA
16829,12499,CIV
16830,11452,GBR
16831,12488,USA
16832,12500,USA
16833,10464,FRG
16834,10443,USA
16835,12501,USA
16836,12502,ROU
16837,12503,MAR
16838,12504,USA
16839,12505,CAN
16840,12469,CAN
16841,12506,CAN
16842,12507,CAN
16843,12508,USA
16844,12471,USA
16845,12470,USA
16846,12509,USA
16847,12510,JAM
16848,12511,JAM
16849,10419,JAM
16850,12512,JAM
16851,11449,GBR
16852,11450,GBR
16853,12513,GBR
16854,11452,GBR
16855,12472,USA
16856,12514,USA
16857,12473,USA
16858,12500,USA
16859,12515,CAN
16860,12516,CAN
16861,12517,CAN
16862,12518,CAN
16863,12519,NGR
16864,12520,NGR
16865,12521,NGR
16866,12522,NGR
16867,12523,USA
16868,12498,USA
16869,12497,USA
16870,12524,USA
16871,12525,GBR
16872,12526,GBR
16873,12527,GBR
16874,12528,GBR
16875,12529,FRG
16876,12530,FRG
16877,12531,FRG
16878,12532,FRG
16879,12488,USA
16880,12500,USA
16881,12533,USA
16882,12534,USA
16883,12535,CAN
16884,12536,CAN
16885,12517,CAN
16886,12537,CAN
16887,12538,POR
16888,12539,MAR
16889,12540,SUI
16890,12541,ITA
16891,12491,MEX
16892,12542,SWE
16893,12543,USA
16894,12544,BRA
16895,11419,GBR
16896,12545,ROU
16897,12485,ROU
16898,12546,USA
16899,12547,FRG
16900,11479,GBR
16901,12548,FRG
16902,10488,USA
16903,12549,FRG
16904,10489,USA
16905,12550,ROU
16906,12551,NED
16907,12552,USA
16908,12553,FRG
16909,12554,FIN
16910,12555,FRG
16911,12556,FRG
16912,12557,AUS
16913,12558,USA
16914,12559,CHN
16915,12560,FRG
16916,12561,SWE
16917,12562,USA
16918,9675,FRG
16919,10499,ITA
16920,12563,SWE
16921,12564,FIN
16922,12565,GBR
16923,12566,GBR
16924,12567,GBR
16925,12568,FIN
16926,12569,ITA
16927,12470,USA
16928,12570,AUS
16929,12571,GBR
16930,12572,ROU
16931,12573,ROU
16932,12574,GBR
16933,10417,POR
16934,12575,IRL
16935,12576,POR
16936,12577,USA
16937,12578,NOR
16938,12579,USA
16939,12580,FRA
16940,12581,FRA
16941,12582,USA
16942,12583,USA
16943,12584,ITA
16944,12585,USA
16945,12586,AUS
16946,12587,FRG
16947,12588,ROU
16948,12589,GBR
16949,12590,USA
16950,12591,USA
16951,10539,YUG
16952,12592,YUG
16953,10545,YUG
16954,12593,YUG
16955,11522,YUG
16956,12594,YUG
16957,12595,YUG
16958,11523,YUG
16959,12596,YUG
16960,12597,YUG
16961,10548,YUG
16962,12598,YUG
16963,12599,USA
16964,12600,USA
16965,12601,USA
16966,12602,USA
16967,12603,USA
16968,12604,USA
16969,12605,USA
16970,12606,USA
16971,12607,USA
16972,12608,USA
16973,12609,USA
16974,12610,USA
16975,12611,ESP
16976,12612,ESP
16977,12613,ESP
16978,12614,ESP
16979,12615,ESP
16980,12616,ESP
16981,12617,ESP
16982,12618,ESP
16983,12619,ESP
16984,12620,ESP
16985,12621,ESP
16986,12622,ESP
16987,12623,CHN
16988,12624,CHN
16989,12625,CHN
16990,12626,CHN
16991,12627,CHN
16992,12628,CHN
16993,12629,CHN
16994,12630,CHN
16995,12631,CHN
16996,12632,CHN
16997,12633,CHN
16998,12634,CHN
16999,12635,USA
17000,12636,USA
17001,12637,USA
17002,12638,USA
17003,12639,USA
17004,12640,USA
17005,12641,USA
17006,12642,USA
17007,12643,USA
17008,12644,USA
17009,12645,USA
17010,12646,USA
17011,12647,KOR
17012,12648,KOR
17013,12649,KOR
17014,12650,KOR
17015,12651,KOR
17016,12652,KOR
17017,12653,KOR
17018,12654,KOR
17019,12655,KOR
17020,12656,KOR
17021,12657,KOR
17022,12658,KOR
17023,12659,VEN
17024,12660,ZAM
17025,12661,USA
17026,12662,ITA
17027,12663,YUG
17028,12664,GBR
17029,12665,USA
17030,12666,ITA
17031,12667,KEN
17032,12668,TUR
17033,12669,USA
17034,12670,YUG
17035,12671,DOM
17036,12672,CAN
17037,12673,ITA
17038,12674,MEX
17039,12675,TUR
17040,12676,VEN
17041,12677,USA
17042,12678,NGR
17043,12679,KOR
17044,12680,CMR
17045,12681,USA
17046,12682,PUR
17047,12683,ROU
17048,12684,YUG
17049,12685,USA
17050,12686,THA
17051,12687,ITA
17052,12688,FIN
17053,12689,USA
17054,12690,KOR
17055,12691,FRA
17056,12692,FRG
17057,12693,USA
17058,12694,CAN
17059,12695,PUR
17060,12696,ALG
17061,12697,KOR
17062,12698,USA
17063,12699,USA
17064,12700,ALG
17065,12701,YUG
17066,12702,NZL
17067,12703,ITA
17068,12704,NED
17069,12705,USA
17070,12706,CAN
17071,12707,DEN
17072,12708,FRG
17073,12709,CAN
17074,12710,ROU
17075,12709,CAN
17076,12707,DEN
17077,12711,FRA
17078,12712,FRA
17079,9065,ROU
17080,11598,ROU
17081,10625,YUG
17082,12713,YUG
17083,12714,ESP
17084,12715,ESP
17085,10625,YUG
17086,12713,YUG
17087,9065,ROU
17088,11598,ROU
17089,12716,USA
17090,12717,NZL
17091,12718,YUG
17092,12719,FRA
17093,12720,NZL
17094,12721,SWE
17095,12722,NED
17096,12723,SWE
17097,12724,FRG
17098,12725,AUS
17099,12726,AUS
17100,12727,CAN
17101,12728,CAN
17102,12719,FRA
17103,12729,FRA
17104,12727,CAN
17105,12728,CAN
17106,12720,NZL
17107,12730,NZL
17108,12731,SWE
17109,12721,SWE
17110,12732,FRG
17111,12724,FRG
17112,12723,SWE
17113,12733,SWE
17114,12734,CAN
17115,12735,CAN
17116,12736,FRA
17117,12737,FRA
17118,12738,FRA
17119,12739,FRA
17120,12740,NZL
17121,12720,NZL
17122,12730,NZL
17123,12717,NZL
17124,12731,SWE
17125,12741,SWE
17126,12721,SWE
17127,12742,SWE
17128,12734,CAN
17129,12743,CAN
17130,12735,CAN
17131,12744,CAN
17132,12745,ROU
17133,12746,ROU
17134,12747,ROU
17135,12748,ROU
17136,12723,SWE
17137,12749,SWE
17138,12733,SWE
17139,12750,SWE
17140,12751,NOR
17141,12752,USA
17142,12753,CAN
17143,12754,FRG
17144,12755,USA
17145,12756,USA
17146,12757,USA
17147,12758,USA
17148,12759,USA
17149,12760,USA
17150,12761,ITA
17151,12762,ITA
17152,12763,ITA
17153,12764,ITA
17154,12765,SUI
17155,12766,SUI
17156,12767,SUI
17157,12768,SUI
17158,12769,FRA
17159,12770,FRG
17160,12771,CAN
17161,12772,USA
17162,12773,USA
17163,12774,FRG
17164,12775,MEX
17165,12776,BEL
17166,12777,FRG
17167,12778,JPN
17168,12779,USA
17169,12780,USA
17170,12781,FRG
17171,12774,FRG
17172,12782,FRG
17173,12783,FRG
17174,12784,AUS
17175,12785,AUS
17176,12786,AUS
17177,12787,AUS
17178,12788,USA
17179,12773,USA
17180,12789,USA
17181,12772,USA
17182,12790,SUI
17183,12791,SUI
17184,12792,SUI
17185,12793,FRG
17186,8382,FRG
17187,12794,DEN
17188,12795,DEN
17189,12796,DEN
17190,8382,FRG
17191,12797,FRG
17192,12798,FRG
17193,12792,SUI
17194,12799,SWE
17195,9836,SWE
17196,12800,SWE
17197,12801,SUI
17198,10687,SUI
17199,12802,NZL
17200,12803,GBR
17201,12804,USA
17202,12805,FRG
17203,12806,FRG
17204,12807,FRG
17205,9846,USA
17206,12808,USA
17207,8393,USA
17208,12809,GBR
17209,12810,FRG
17210,12804,USA
17211,12811,GBR
17212,12803,GBR
17213,12812,GBR
17214,12813,USA
17215,12814,USA
17216,12815,SUI
17217,8384,FRG
17218,12816,FRG
17219,10709,FRG
17220,12817,FRG
17221,12813,USA
17222,12814,USA
17223,12818,GBR
17224,12819,GBR
17225,12820,GBR
17226,12821,GBR
17227,12822,USA
17228,12823,USA
17229,11708,FRA
17230,11715,FRA
17231,12824,SWE
17232,12825,ITA
17233,12826,ITA
17234,12827,ITA
17235,12828,ITA
17236,12829,ITA
17237,12830,FRG
17238,10721,FRG
17239,12831,FRG
17240,12832,FRG
17241,10711,FRG
17242,11715,FRA
17243,12833,FRA
17244,12834,FRA
17245,11708,FRA
17246,11718,FRA
17247,12835,ITA
17248,12836,ITA
17249,10728,FRG
17250,12837,ITA
17251,12838,CHN
17252,12839,FRG
17253,12840,FRA
17254,12841,FRA
17255,11725,FRA
17256,12842,FRA
17257,10726,FRA
17258,12843,ITA
17259,12835,ITA
17260,12844,ITA
17261,12836,ITA
17262,12845,ITA
17263,12846,FRG
17264,10728,FRG
17265,12847,FRG
17266,10729,FRG
17267,10730,FRG
17268,11738,FRA
17269,10744,FRA
17270,12848,FRA
17271,12849,FRA
17272,11727,FRA
17273,12850,FRG
17274,12851,FRG
17275,12839,FRG
17276,12852,FRG
17277,12853,FRG
17278,12854,ROU
17279,12855,ROU
17280,12856,ROU
17281,12857,ROU
17282,12858,ROU
17283,12859,USA
17284,12860,FRA
17285,12861,ITA
17286,12862,ROU
17287,10749,ROU
17288,10750,ROU
17289,10752,ROU
17290,12863,ROU
17291,10754,ITA
17292,12864,ITA
17293,12861,ITA
17294,11746,ITA
17295,11748,ITA
17296,12865,FRA
17297,12866,FRA
17298,12867,FRA
17299,12868,FRA
17300,12860,FRA
17301,12869,YUG
17302,12870,YUG
17303,12871,YUG
17304,12872,YUG
17305,12873,YUG
17306,12874,YUG
17307,12875,YUG
17308,12876,YUG
17309,12877,YUG
17310,12878,YUG
17311,12879,YUG
17312,12880,YUG
17313,12881,YUG
17314,12882,YUG
17315,12883,YUG
17316,12884,YUG
17317,12885,YUG
17318,12886,FRA
17319,12887,FRA
17320,12888,FRA
17321,12889,FRA
17322,12890,FRA
17323,12891,FRA
17324,12892,FRA
17325,12893,FRA
17326,12894,FRA
17327,12895,FRA
17328,12896,FRA
17329,12897,FRA
17330,12898,FRA
17331,12899,FRA
17332,12900,FRA
17333,12901,FRA
17334,12902,FRA
17335,12903,BRA
17336,12904,BRA
17337,12905,BRA
17338,12906,BRA
17339,12907,BRA
17340,12908,BRA
17341,12909,BRA
17342,12910,BRA
17343,12911,BRA
17344,12912,BRA
17345,12913,BRA
17346,12914,BRA
17347,12915,BRA
17348,12916,BRA
17349,12917,BRA
17350,12918,BRA
17351,12919,BRA
17352,12920,USA
17353,12921,ROU
17354,12922,ROU
17355,12923,JPN
17356,12924,FRA
17357,12925,CHN
17358,12926,CHN
17359,12927,USA
17360,12922,ROU
17361,12928,USA
17362,12929,JPN
17363,12930,JPN
17364,12931,CHN
17365,12925,CHN
17366,12929,JPN
17367,12932,USA
17368,12921,ROU
17369,12927,USA
17370,12922,ROU
17371,12933,USA
17372,12934,USA
17373,12935,JPN
17374,12936,USA
17375,12925,CHN
17376,12932,USA
17377,12933,USA
17378,12929,JPN
17379,12925,CHN
17380,12929,JPN
17381,12937,JPN
17382,12935,JPN
17383,12930,JPN
17384,12923,JPN
17385,12938,JPN
17386,12934,USA
17387,12936,USA
17388,12933,USA
17389,12939,USA
17390,12940,USA
17391,12932,USA
17392,12925,CHN
17393,12941,CHN
17394,12942,CHN
17395,12926,CHN
17396,12931,CHN
17397,12943,CHN
17398,12944,CHN
17399,12945,CHN
17400,12946,CHN
17401,12947,CHN
17402,12948,CHN
17403,12949,CHN
17404,12950,ROU
17405,12951,ROU
17406,11823,ROU
17407,12921,ROU
17408,12952,ROU
17409,12922,ROU
17410,12953,USA
17411,12954,USA
17412,12920,USA
17413,12928,USA
17414,12927,USA
17415,12955,USA
17416,12927,USA
17417,12946,CHN
17418,12928,USA
17419,12926,CHN
17420,12933,USA
17421,12929,JPN
17422,12925,CHN
17423,12930,JPN
17424,12950,ROU
17425,12922,ROU
17426,12927,USA
17427,12956,FRG
17428,12957,CAN
17429,12958,ROU
17430,12959,ROU
17431,12960,ROU
17432,11826,ROU
17433,12961,ROU
17434,12962,ROU
17435,12963,ROU
17436,11827,ROU
17437,11828,ROU
17438,10854,ROU
17439,10856,ROU
17440,12964,ROU
17441,12965,ROU
17442,11830,ROU
17443,11832,ROU
17444,11833,ROU
17445,12966,YUG
17446,12967,YUG
17447,12968,YUG
17448,12969,YUG
17449,12970,YUG
17450,12971,YUG
17451,12972,YUG
17452,12973,YUG
17453,12974,YUG
17454,12975,YUG
17455,12976,YUG
17456,12977,YUG
17457,12978,YUG
17458,12979,YUG
17459,12980,FRG
17460,12981,FRG
17461,12982,FRG
17462,12983,FRG
17463,12984,FRG
17464,12985,FRG
17465,12986,FRG
17466,12987,FRG
17467,12988,FRG
17468,12989,FRG
17469,12990,FRG
17470,12991,FRG
17471,12992,FRG
17472,12993,FRG
17473,12994,FRG
17474,12995,CHN
17475,12996,CHN
17476,12997,CHN
17477,12998,CHN
17478,12999,CHN
17479,13000,CHN
17480,13001,CHN
17481,13002,CHN
17482,13003,CHN
17483,13004,CHN
17484,13005,CHN
17485,13006,CHN
17486,13007,CHN
17487,11867,YUG
17488,13008,YUG
17489,13009,YUG
17490,13010,YUG
17491,11868,YUG
17492,13011,YUG
17493,13012,YUG
17494,11872,YUG
17495,11873,YUG
17496,13013,YUG
17497,13014,YUG
17498,11875,YUG
17499,13015,YUG
17500,13016,YUG
17501,11879,YUG
17502,13017,KOR
17503,13018,KOR
17504,13019,KOR
17505,13020,KOR
17506,13021,KOR
17507,13022,KOR
17508,13023,KOR
17509,13024,KOR
17510,13025,KOR
17511,13026,KOR
17512,13027,KOR
17513,13028,KOR
17514,13029,KOR
17515,13030,GBR
17516,13031,GBR
17517,13032,GBR
17518,13033,GBR
17519,13034,GBR
17520,13035,GBR
17521,13036,GBR
17522,13037,GBR
17523,13038,GBR
17524,13039,GBR
17525,13040,GBR
17526,13041,GBR
17527,13042,GBR
17528,13043,GBR
17529,13044,GBR
17530,13045,GBR
17531,13046,PAK
17532,13047,PAK
17533,13048,PAK
17534,13049,PAK
17535,13050,PAK
17536,13051,PAK
17537,13052,PAK
17538,13053,PAK
17539,10903,PAK
17540,13054,PAK
17541,13055,PAK
17542,7899,PAK
17543,13056,PAK
17544,13057,PAK
17545,13058,PAK
17546,10049,PAK
17547,13059,FRG
17548,13060,FRG
17549,13061,FRG
17550,13062,FRG
17551,13063,FRG
17552,13064,FRG
17553,13065,FRG
17554,13066,FRG
17555,13067,FRG
17556,13068,FRG
17557,13069,FRG
17558,13070,FRG
17559,10034,FRG
17560,13071,FRG
17561,13072,FRG
17562,13073,FRG
17563,13074,USA
17564,13075,USA
17565,13076,USA
17566,13077,USA
17567,13078,USA
17568,13079,USA
17569,13080,USA
17570,13081,USA
17571,13082,USA
17572,13083,USA
17573,13084,USA
17574,13085,USA
17575,13086,USA
17576,13087,USA
17577,13088,USA
17578,13089,USA
17579,13090,NED
17580,13091,NED
17581,13092,NED
17582,13093,NED
17583,13094,NED
17584,13095,NED
17585,13096,NED
17586,13097,NED
17587,13098,NED
17588,13099,NED
17589,13100,NED
17590,13101,NED
17591,13102,NED
17592,13103,NED
17593,13104,NED
17594,13105,NED
17595,13106,FRG
17596,13107,FRG
17597,13108,FRG
17598,13109,FRG
17599,13110,FRG
17600,13111,FRG
17601,13112,FRG
17602,13113,FRG
17603,13114,FRG
17604,13115,FRG
17605,13116,FRG
17606,13117,FRG
17607,13118,FRG
17608,13119,FRG
17609,13120,FRG
17610,13121,FRG
17611,13122,GBR
17612,13123,USA
17613,13124,JPN
17614,13125,KOR
17615,13126,CAN
17616,13127,KOR
17617,13128,JPN
17618,10071,FRA
17619,13129,FRA
17620,13130,AUT
17621,13131,JPN
17622,13132,KOR
17623,13133,GBR
17624,13134,BRA
17625,13135,KOR
17626,11989,ITA
17627,13136,ROU
17628,13137,FRA
17629,13138,FRG
17630,11990,GBR
17631,13139,BRA
17632,13140,JPN
17633,13141,AUT
17634,13142,USA
17635,13143,ISL
17636,10944,FRG
17637,13144,KOR
17638,13145,BRA
17639,13146,ROU
17640,13147,FRG
17641,13148,JPN
17642,13149,EGY
17643,13150,ITA
17644,13151,ITA
17645,12008,SWE
17646,13152,FRA
17647,13153,FRA
17648,13154,FRA
17649,13155,ITA
17650,13151,ITA
17651,13150,ITA
17652,13156,USA
17653,13157,USA
17654,13158,USA
17655,13159,NOR
17656,13160,NOR
17657,13161,ROU
17658,13162,ROU
